Association_ID	Microbe	Disease	Score	Pmid	Type	Position	Tendency	mtype	dtype
MBP00004303	Varicella zoster virus	Herpes zoster	2.699837726	29955859	Virus	Other	Increase	microbe	disease
MBP00004304	Cryptosporidiosis	Viral pneumonia	2.699837726	29955859	Parasite	Respiratory tract	Increase	microbe	disease
MBP00004305	Rhinovirus	Viral pneumonia	1.921686475	29955859	Virus	Respiratory tract	Increase	microbe	disease
MBP00004306	Bordetella bronchiseptica	Not foundthogenic	1.349918863	NCIT C86204	Bacteria	Other	Increase	microbe	disease
MBP00004307	Tessaracoccus	Vitiligo	0.674959431	26758568	Bacteria	Skin and soft tissue	Increase	microbe	disease
MBP00004308	Verrucomicrobium	Cirrhosis of liver	-0.599701933	28578302	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004309	Pseudomonas	Colorectal cancer	0.302119008	25104642	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004310	Eubacterium ventriosum	Autism	-0.524444434	24130822	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004311	Streptococcus spp	Infection	1.745595216	29955859	Bacteria	Urinary tract	Increase	microbe	disease
MBP00004312	Faecalibacterium	Obesity	-0.237912425	29280312	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004313	Gemella morbillorum	Peritonsillar abscess	0.0	23437130	Bacteria	Other	Increase	microbe	disease
MBP00004314	Lachnospiraceae incertae sedis	Major depressive episode	0.50021693	25882912	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004315	Staphylococcus aureus	Skin wound	1.056385049	29955859	Bacteria	Skin and soft tissue	Increase	microbe	disease
MBP00004316	Alistipes	Non-alcoholic steatohepatitis	-0.292089702	23055155	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004317	Anaerostipes	Congenital short bowel syndrome	-1.083423916	28425133	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004318	Aeromonas	Pulmonary arterial hypertension associated with another disease	0.480421619	28316574	Bacteria	Urinary tract	Increase	microbe	disease
MBP00004319	Streptobacillus moniliformis	Rat-bite fever	1.349918863	NCIT C86778	Bacteria	Other	Increase	microbe	disease
MBP00004320	Peptostreptococcus anaerobius	Crohn's disease	0.555679118	23060013	Bacteria	Oral cavity	Increase	microbe	disease
MBP00004321	Blastomyces dermatitidis	Plantar fasciitis	1.921686475	29955859	Fungus	Skin and soft tissue	Increase	microbe	disease
MBP00004322	Lactobacillus	Autoimmune hepatitis	-0.197838177	26191211	Bacteria	Other	Decrease	microbe	disease
MBP00004323	Prevotella oralis	Respiratory syncytial virus infection	1.048888867	NCIT C86675	Bacteria	Other	Increase	microbe	disease
MBP00004324	Campylobacter jejuni	Diarrhea	1.111358236	NCIT C86235	Bacteria	Other	Increase	microbe	disease
MBP00004325	Dialister pneumosintes	Dental caries	0.599701933	26442950	Bacteria	Biofilm	Increase	microbe	disease
MBP00004326	Cloacibacterium	Pregnancy	0.50021693	29497601	Bacteria	Oral cavity	Increase	microbe	disease
MBP00004327	Aggregatibacter aphrophilus	Autoimmune polyendocrinopathy type 1	-0.555679118	29503707	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00004328	Eubacterium limosum	Probiotic	1.199403865	NCIT C86386	Bacteria	Other	Increase	microbe	disease
MBP00004329	Lactobacillus	Pouchitis	-0.395676353	20845425	Bacteria	Other	Decrease	microbe	disease
MBP00004330	Streptococcus salivarius	Pervasive developmental disorder - not otherwise specified	-0.436398804	24130822	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004331	Nocardia farcinica	Nocardiosis	1.349918863	NCIT C86615	Bacteria	Other	Increase	microbe	disease
MBP00004332	Lactobacillus	Cirrhosis of liver	0.197838177	26099252	Bacteria	Oral cavity	Increase	microbe	disease
MBP00004333	Filifactor alocis	Periodontitis	1.573333301	28979798	Bacteria	Oral cavity	Increase	microbe	disease
MBP00004334	Propionibacterium	Interstitial cystitis	-0.349701933	22974186	Bacteria	Urinary tract	Decrease	microbe	disease
MBP00004335	Nitrosospira	Schizophrenia	-0.674959431	28442250	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004336	Cystofilobasidiaceae	Crohn's disease	0.674959431	26574491	Bacteria	Other	Increase	microbe	disease
MBP00004337	Brucella suis	Brucellosis	1.349918863	NCIT C86219	Bacteria	Other	Increase	microbe	disease
MBP00004338	Eubacterium ruminantium	Autism	-0.599701933	20603222	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004339	Weeksella	Asthma	0.674959431	29984544	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00004340	Bacteroidetes	Autoimmune polyendocrinopathy type 1	-0.31711849	29503707	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00004341	Paenibacillus	Disease-free	-0.555679118	27775059	Bacteria	Throat	Decrease	microbe	disease
MBP00004342	Capnocytophaga gingivalis	Oral tuberculosis	0.50021693	30054809	Bacteria	Other	Increase	microbe	disease
MBP00004343	Legionella pneumophila serogroup 1	Legionellosis	1.349918863	NCIT C123498	Bacteria	Other	Increase	microbe	disease
MBP00004344	Pseudomonas	Reactive arthritis	0.302119008	29073348	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004345	Veillonella	Asthma	-0.453723018	29445257	Bacteria	Throat	Increase	microbe	disease
MBP00004346	Legionella pneumophila serogroup 6	Legionellosis	1.349918863	NCIT C123503	Bacteria	Other	Increase	microbe	disease
MBP00004347	Tm7	Asthma	0.480421619	29984544	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00004348	Eubacterium rectale	Heart failure	-0.373929436	28328981	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004349	Inocybaceae	Cirrhosis of liver	-0.674959431	28578302	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004350	Acinetobacter spp	Bacterial endocarditis	1.921686475	29955859	Bacteria	Bloodstream	Increase	microbe	disease
MBP00004351	Tyzzerella nexilis	Cystic fibrosis	0.480421619	26330184	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004352	Coccidioides immitis/posadasii	Viral pneumonia	2.000867722	29955859	Fungus	Respiratory tract	Increase	microbe	disease
MBP00004353	Balamuthia mandrillaris	Viral encephalitis	2.222716471	29955859	Parasite	Central nervous system	Increase	microbe	disease
MBP00004354	Bacteroides	Subdural empyema	0.860988635	29955859	Bacteria	Central nervous system	Increase	microbe	disease
MBP00004355	Vibrio fluvialis	Gastroenteritis	1.199403865	NCIT C86842	Bacteria	Other	Increase	microbe	disease
MBP00004356	Ehrlichia chaffeensis	Viral encephalitis	2.39880773	29955859	Ehrlichia	Central nervous system	Increase	microbe	disease
MBP00004357	Bacteroides thetaiotaomicron	Inflammatory bowel disease	-0.50021693	17699621	Bacteria	Other	Decrease	microbe	disease
MBP00004358	Pseudomonas aeruginosa	Asthma exacerbation measurement	1.444565221	29955859	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00004359	Cytomegalovirus	Viral cardiomyopathy	1.921686475	29955859	Virus	Bloodstream	Increase	microbe	disease
MBP00004360	Microsporidia	Gastroenteritis	2.699837726	29955859	Parasite	Gastrointestinal tract	Increase	microbe	disease
MBP00004361	Alistipes shahii	Autism	0.50021693	24130822	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004362	Haemophilus	Hepatitis, alcoholic	0.27719328	29555983	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004363	Streptococcus	Necrotizing ulcerative gingivitis	0.0	22152152	Bacteria	Oral cavity	Increase	microbe	disease
MBP00004364	Prevotella	Atopic eczema	-0.160733219	27812181	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004365	Variovorax	Preeclampsia	0.599701933	25492799	Bacteria	Placenta	Increase	microbe	disease
MBP00004366	Coprococcus eutactus	Atopic eczema	-0.50021693	25413686	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004367	Streptococcus	Hepatitis, alcoholic	0.18761193	29555983	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004368	Catenibacterium	Rem sleep behavior disorder	-0.50021693	28843021	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004369	Enterobius vermicularis	Gastroenteritis	2.39880773	29955859	Parasite	Gastrointestinal tract	Increase	microbe	disease
MBP00004370	Cloacibacterium	Ulcerative colitis	0.50021693	29462845	Bacteria	Other	Increase	microbe	disease
MBP00004371	Alloscardovia omnicolens	Refractory celiac disease	-0.599701933	28087531	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00004372	Eubacterium siraeum	Autism	0.674959431	24130822	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004373	Corynebacterium renale	Urinary tract infection	1.111358236	NCIT C86322	Bacteria	Other	Increase	microbe	disease
MBP00004374	Oscillibacter	Transient ischemic attack	0.40516412	26597155	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004375	Mycobacterium	Encephalopathy	0.50021693	29923681	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004376	Pseudomonas	Cystic fibrosis	0.302119008	29445257	Bacteria	Throat	Increase	microbe	disease
MBP00004377	Prevotella	Gastric carcinoma	-0.160733219	29102920	Bacteria	Other	Decrease	microbe	disease
MBP00004378	Clostridiaceae	Ischemia	0.524444434	21741921	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004379	Staphylococcus haemolyticus	Skin and soft tissue staphylococcus aureus infection	1.048888867	NCIT C86761	Bacteria	Other	Increase	microbe	disease
MBP00004380	Staphylococcus chromogenes	Chronic fatigue syndrome	1.349918863	NCIT C86755	Bacteria	Other	Increase	microbe	disease
MBP00004381	Blautia	Type 1 diabetes	0.285883806	27231166	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004382	Turicella	Hepatitis, alcoholic	0.674959431	29083504	Bacteria	Bloodstream	Increase	microbe	disease
MBP00004383	Cryptobacterium	Chronic obstructive pulmonary disease	1.199403865	23071781	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00004384	Gluconobacter oxydans	Inflammatory bowel disease	0.674959431	17699621	Bacteria	Other	Increase	microbe	disease
MBP00004385	Human intestinal firmicute co35	Type i diabetes mellitus	0.674959431	22043294	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004386	Turicibacter	Vitiligo	-0.480421619	26758568	Bacteria	Skin and soft tissue	Decrease	microbe	disease
MBP00004387	Haemophilus quentini	Aphthous ulcer	0.674959431	17600533	Bacteria	Oral cavity	Increase	microbe	disease
MBP00004388	Enterobacter spp	Viral pneumonia	2.39880773	29955859	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00004389	Neisseria	Mouth neoplasm	0.309359932	21205002	Bacteria	Oral cavity	Increase	microbe	disease
MBP00004390	Ruminococcus torques	Hashimoto's thyroiditis	0.463684921	29320965	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004391	Blautia faecis	Systemic lupus erythematosus	0.555679118	29196292	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004392	Clostridium	Ankylosing spondylitis	-0.298671937	28750650	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004393	Faecalibacterium	Atopic eczema	0.237912425	27812181	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004394	Alistipes shahii	Parkinson's disease	0.50021693	28449715	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004395	Peptostreptococcus stomatis	Colorectal cancer	0.927369843	27056827	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004396	Streptococci	Rabies	2.39880773	29955859	Bacteria	Skin and soft tissue	Increase	microbe	disease
MBP00004397	Segmented filamentous bacterium	Type i diabetes mellitus	0.674959431	22043294	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004398	Prevotella oris	Oral candidiasis	1.111358236	NCIT C86676	Bacteria	Other	Increase	microbe	disease
MBP00004399	Aeromonas spp	Plantar fasciitis	2.699837726	29955859	Bacteria	Skin and soft tissue	Increase	microbe	disease
MBP00004400	Treponema	Autism spectrum disorder	-0.388427423	29371629	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00004401	Streptococcus anginosus	Inflammatory bowel disease	0.40516412	26843508	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004402	Bacteroides fragilis group	Acute chest syndrome	2.39880773	29955859	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00004403	Faecalibacterium	Systemic scleroderma	-0.475824849	26749064	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004404	Mycobacterium abscessus	Viral pneumonia	2.222716471	29955859	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00004405	Bifidobacterium adolescentis	Non-alcoholic steatohepatitis	-0.396473593	29379536	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004406	Peptostreptococcaceae	Autoimmune polyendocrinopathy type 1	-0.380936617	29503707	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00004407	Rickettsia prowazekii	Typhus	3.334074707	NCIT C86723	Rickettsia	Other	Increase	microbe	disease
MBP00004408	Veillonella	Atopic eczema	0.226861509	27812181	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004409	Haemophilus	Type 1 diabetes	-0.27719328	27231166	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004410	Escherichia	Sickle cell anemia	0.31711849	29274089	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004411	Bacteroides intestinalis	Type 2 diabetes	0.50021693	23023125	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004412	Helicobacter cinaedi	Gastroenteritis	1.048888867	NCIT C86437	Bacteria	Other	Increase	microbe	disease
MBP00004413	Prevotella	Congenital short bowel syndrome	0.160733219	28425133	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004414	Streptococcus gallolyticus	Crohn's disease	-0.555679118	22529960	Bacteria	Skin and soft tissue	Decrease	microbe	disease
MBP00004415	Mycoplasma faucium	Periodontitis	0.674959431	23303375	Bacteria	Oral cavity	Increase	microbe	disease
MBP00004416	Clostridium cluster xviii	Parkinson's disease	0.599701933	29501802	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004417	Escherichia coli	Chronic kidney disease	-0.285883806	28588309	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004418	Aspergillus spp	Eye infection	1.658445041	29955859	Fungus	Eye	Increase	microbe	disease
MBP00004419	Enterobacter asburiae	Pneumonia	1.199403865	NCIT C86358	Bacteria	Other	Increase	microbe	disease
MBP00004420	Alcaligenaceae	Chronic kidney disease	-0.449186935	28588309	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004421	Bacteroidetes	Alcohol dependence	-0.31711849	22241860	Bacteria	Other	Decrease	microbe	disease
MBP00004422	Moraxella	Laryngeal squamous cell carcinoma	0.449186935	23824228	Bacteria	Other	Increase	microbe	disease
MBP00004423	Human herpesvirus 5	Pneumonia	0.872797608	NCIT C112314	Virus	Other	Increase	microbe	disease
MBP00004424	Coprococcus eutactus	Pervasive developmental disorder - not otherwise specified	-0.50021693	24130822	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004425	Calicivirusm (norovirus, sapovirus)	Gastroenteritis	2.699837726	29955859	Virus	Gastrointestinal tract	Increase	microbe	disease
MBP00004426	Hsv-2	Genital herpes	2.699837726	29955859	Virus	Genitals	Increase	microbe	disease
MBP00004427	Pelobacter	Interstitial cystitis	-0.674959431	22974186	Bacteria	Urinary tract	Decrease	microbe	disease
MBP00004428	Pelomonas	Crohn's disease	0.599701933	27083382	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00004429	Yellow fever virus	Ephemeral fever	1.349918863	NCIT C97156	Virus	Other	Increase	microbe	disease
MBP00004430	Porphyromonadaceae	Aphthous ulcer	0.436398804	25540188	Bacteria	Oral cavity	Increase	microbe	disease
MBP00004431	Fusobacterium nucleatum	Peritonsillar abscess	-0.355271031	23437130	Bacteria	Other	Decrease	microbe	disease
MBP00004432	Clostridium boltae	Crohn's disease	0.524444434	22529960	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004433	Staphylococcus epidermidis	Acne	0.849918863	28000755	Bacteria	Skin and soft tissue	Increase	microbe	disease
MBP00004434	Streptococcus anginosus	Pregnancy	-0.40516412	24484853	Bacteria	Vagina	Decrease	microbe	disease
MBP00004435	Megamonas	Mucocutaneous lymph node syndrome	0.436398804	26322033	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004436	Phialophora	Chromoblastomycosis	1.349918863	NCIT C123543	Fungus	Other	Increase	microbe	disease
MBP00004437	Parainfluenza	Croup	2.699837726	29955859	Virus	Other	Increase	microbe	disease
MBP00004438	Propionibacterium humerusii	Acne	0.674959431	28000755	Bacteria	Skin and soft tissue	Increase	microbe	disease
MBP00004439	Bacteroides	Alcoholic pancreatitis	-0.215247159	29555983	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004440	Oscillibacter	Non-alcoholic fatty liver disease	-0.81032824	25644696	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004441	Acinetobacter	Alcoholic pancreatitis	0.339353761	29555983	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004442	Pseudomonas otitidis	Otitis media	1.349918863	NCIT C128547	Bacteria	Other	Increase	microbe	disease
MBP00004443	Lachnospira	Bacteria vaginosis	0.349701933	18717638	Bacteria	Cervix	Increase	microbe	disease
MBP00004444	Paraprevotella	Chronic kidney disease	0.41461126	28588309	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004445	Coxsackie b virus	Infectious meningitis	1.000433861	NCIT C112243	Virus	Other	Increase	microbe	disease
MBP00004446	Mitsuokella	Autoimmune polyendocrinopathy type 1	-0.50021693	29503707	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00004447	Unidentified bacterium zf3	Type i diabetes mellitus	-0.674959431	22043294	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004448	Bacteroidetes	Hepatitis, alcoholic	-0.31711849	29083504	Bacteria	Bloodstream	Decrease	microbe	disease
MBP00004449	Oribacterium	Aggressive periodontitis	-0.396473593	28260061	Bacteria	Other	Decrease	microbe	disease
MBP00004450	Ruminococcus gnavus	Pervasive developmental disorder - not otherwise specified	-0.349701933	24130822	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004451	Anaerotruncus	Age-related macular degeneration	0.40516412	28094305	Bacteria	Gastrointestinal tract	Increase	microbe	disease
